drain Time (s),drain Current (A)
0.0,6.510001565596109e-11
0.321667,4.6989356849991295e-11
0.465042,4.17572608435446e-11
0.608417,3.76730313611517e-11
0.751792,3.41599214193078e-11
0.895167,3.13641543292498e-11
1.038543,2.8762138504223597e-11
1.181918,2.6660156721147698e-11
1.325293,2.47717506229872e-11
1.468668,2.32369193331472e-11
1.612044,2.17850442546519e-11
1.755419,2.04381234159001e-11
1.898794,1.92947741117777e-11
2.04217,1.8291151579474797e-11
2.185545,1.7292464335461097e-11
2.328921,1.6394448298928698e-11
2.472297,1.5788221424673e-11
2.615672,1.5198719019449097e-11
2.759047,1.4547908884499098e-11
2.902422,1.3761771236464599e-11
3.045797,1.3103950216586399e-11
3.189172,1.25329850664269e-11
3.332547,1.2020433259873899e-11
3.475922,1.1608326279388699e-11
3.619297,1.11558323342975e-11
3.762672,1.0732388935896799e-11
3.906047,1.04293344793671e-11
4.049422,1.01308943872835e-11
4.192797,9.79584469096295e-12
4.336172,9.47300224374281e-12
4.479548,9.18229815100036e-12
4.622923,8.91522185936244e-12
4.766298,8.628642939045859e-12
4.909673,8.37862505070897e-12
5.053048,8.15550058042014e-12
5.196423,7.94585924834834e-12
5.339798,7.785249007963289e-12
5.483173,7.609713206790939e-12
5.626548,7.42757331334554e-12
5.769923,7.2766306868921e-12
5.913298,7.06205363285028e-12
6.056673,6.8437217698447096e-12
6.200049,6.639337517266859e-12
6.343424,6.4534905197533e-12
6.4868,6.293725957062789e-12
6.630176,6.15684976959519e-12
6.773551,6.01674309333444e-12
6.916926,5.90319633453351e-12
7.0603,5.77280541078085e-12
7.203675,5.62820449967472e-12
7.34705,5.4938198087994795e-12
7.490425,5.4167868107635195e-12
7.6338,5.32245645126772e-12
7.777175,5.22929442803299e-12
7.92055,5.118704071716e-12
8.063925,5.01377585282459e-12
8.207301,4.9029591150939696e-12
8.350676,4.81290831841341e-12
8.494051,4.71444151078915e-12
8.637426,4.628014551449899e-12
8.780801,4.58186873858457e-12
8.924176,4.49044707667712e-12
9.067551,4.38255074591831e-12
9.210926,4.31463718919556e-12
9.354301,4.22155843268768e-12
9.497676,4.15620792990068e-12
9.641052,4.0859936961679095e-12
9.784426,4.02209775901552e-12
9.927801,3.94196524380885e-12
10.071176,3.87426635911625e-12
10.214552,3.81604426877291e-12
10.357928,3.73730647124093e-12
10.501303,3.69504687264266e-12
10.644678,3.64768501862067e-12
10.788054,3.5823106633858796e-12
10.931429,3.5303713077916597e-12
11.074804,3.45619930244845e-12
11.218179,3.42090136599971e-12
11.361555,3.3613921108371897e-12
11.50493,3.30137024488752e-12
11.648305,3.2558680144317798e-12
11.79168,3.1973004972762897e-12
11.935055,3.15966610514584e-12
12.07843,3.14414510052541e-12
12.221805,3.09519770924638e-12
12.36518,3.04867025721633e-12
12.508555,3.05062529057376e-12
12.65193,3.00472971156984e-12
12.795305,2.9775858428199298e-12
12.93868,2.9330730552668e-12
13.082054,2.9129743322336996e-12
13.225429,2.88006077320269e-12
13.368804,2.84932862894272e-12
13.512179,2.8205992229357597e-12
13.655554,2.80678280097091e-12
13.798929,2.77808917363565e-12
13.942305,2.77966256782836e-12
14.08568,2.76267528818985e-12
14.229055,2.7231812724931597e-12
14.37243,2.65975002439189e-12
14.515805,2.6057482994251698e-12
14.659179,2.5649905376762297e-12
14.802554,2.54555946634094e-12
14.945929,2.51216885835404e-12
15.089304,2.48909009722964e-12
15.232679,2.4555683007798597e-12
15.376054,2.43505237675079e-12
15.519429,2.41274838649885e-12
15.662805,2.38031144274287e-12
15.806179,2.34687334670081e-12
15.949554,2.338302078006e-12
16.092929,2.30888138469387e-12
16.236305,2.28170152043183e-12
16.37968,2.2505521751758898e-12
16.523055,2.21322786486677e-12
16.66643,2.1962045897161397e-12
16.809805,2.1864890540485e-12
16.95318,2.17264899647629e-12
17.096556,2.1535039376741097e-12
17.239931,2.13880540882172e-12
17.383306,2.10878862115516e-12
17.526681,2.06677925641829e-12
17.670057,2.05116284200668e-12
17.813432,2.01389794597662e-12
17.956808,1.98855406967346e-12
18.100183,1.95193297289342e-12
18.243558,1.92459828456115e-12
18.386933,1.9194721766896397e-12
18.530309,1.91969877494369e-12
18.673685,1.89684639523291e-12
18.81706,1.86190602866065e-12
18.960435,1.85049783656133e-12
19.10381,1.8069625656869099e-12
19.247185,1.77731516570051e-12
19.39056,1.78233382913673e-12
19.533936,1.77748202441486e-12
19.677311,1.7429710019028999e-12
19.820686,1.7300248690219099e-12
19.964062,1.71922448066048e-12
20.107437,1.71649456801037e-12
20.250812,1.6972422816133298e-12
20.394187,1.68325900093413e-12
20.537562,1.67621374679711e-12
20.680937,1.67608266675445e-12
20.824312,1.68988705407519e-12
20.967687,1.6797423911876799e-12
21.111062,1.65395735302054e-12
21.254437,1.63617134164157e-12
21.397812,1.63174866413957e-12
21.541187,1.63432364429922e-12
21.684563,1.6257882626963299e-12
21.827938,1.61187653936051e-12
21.971313,1.58897645475414e-12
22.114689,1.5770673612511299e-12
22.258064,1.5623807586226398e-12
22.401439,1.56328682637819e-12
22.544814,1.56655309384301e-12
22.688189,1.51327854327338e-12
22.831564,1.49285792061526e-12
22.97494,1.4877557736117699e-12
23.118315,1.4742136547965499e-12
23.26169,1.46133897083872e-12
23.405065,1.4343858132509499e-12
23.548441,1.4387369334095699e-12
23.691816,1.4235496462178299e-12
23.835191,1.43800975901248e-12
23.978567,1.4335155241670899e-12
24.121942,1.42544504845576e-12
24.265317,1.3957381257700999e-12
24.408693,1.3981580650190799e-12
24.552068,1.38288740268028e-12
24.695443,1.37038232324305e-12
24.838818,1.38747693889663e-12
24.982193,1.3707756717912199e-12
25.125569,1.36864185349556e-12
25.268944,1.362395331099e-12
25.412319,1.3427495877335599e-12
25.555695,1.3404846893952399e-12
25.69907,1.3229966167732599e-12
25.842445,1.3160229199796199e-12
25.98582,1.3074159810333399e-12
26.129195,1.28890279525729e-12
26.27257,1.2705445419716699e-12
26.415945,1.2680053404837098e-12
26.559321,1.2699366298135599e-12
26.702696,1.26293897215191e-12
26.846071,1.25871893203594e-12
26.989446,1.2454510079501499e-12
27.132821,1.2381196328597999e-12
27.276197,1.21203665593567e-12
27.419572,1.20810273677302e-12
27.562947,1.2073040050325499e-12
27.706322,1.19432209347986e-12
27.849697,1.1841774305923499e-12
27.993072,1.16469865436147e-12
28.136447,1.1459112738559899e-12
28.279821,1.15190745397092e-12
28.423196,1.1339902541290799e-12
28.566571,1.12041235664218e-12
28.709946,1.11372467238163e-12
28.853321,1.1193156861447099e-12
28.996696,1.1180997534082599e-12
29.140071,1.11080404856939e-12
29.283446,1.0998606539414099e-12
29.426821,1.10553504285155e-12
29.570196,1.07976203932852e-12
29.713571,1.06691120781849e-12
29.856946,1.07320543511064e-12
30.000321,1.07080934830944e-12
30.143696,1.04901796884466e-12
30.287072,1.04622842507507e-12
30.430447,1.05515715522614e-12
30.573823,1.0394812181152599e-12
30.717198,1.03992227155902e-12
30.860574,1.0409474931333299e-12
31.00395,1.02533107872171e-12
31.147325,1.01426842185476e-12
31.2907,1.00337273212237e-12
31.434075,1.00846295290197e-12
31.57745,1.00113157781162e-12
31.720825,1.00121495295868e-12
31.8642,9.97710269436125e-13
32.007575,9.75668439269495e-13
32.15095,9.77802257565163e-13
32.294325,9.7385641217862e-13
32.4377,9.74893559976819e-13
32.581075,9.8720792825191e-13
32.72445,9.533167441219679e-13
32.867825,9.36222128468389e-13
33.0112,9.43672657377492e-13
33.154575,9.45544207167637e-13
33.297951,9.55319373954766e-13
33.441326,9.39905705349409e-13
33.584701,9.31966309680732e-13
33.728076,9.12427902330371e-13
33.871451,9.14680982865013e-13
34.014826,9.09888809262627e-13
34.158201,9.045004870956999e-13
34.301576,8.97109535095975e-13
34.444952,8.88288032539764e-13
34.588327,8.86487985882894e-13
34.731702,8.72051725536033e-13
34.875078,8.69369517781521e-13
35.018453,8.52727881795606e-13
35.161829,8.69977484149742e-13
35.305204,8.71598745868368e-13
35.44858,8.63170646070444e-13
35.591955,8.57925438590285e-13
35.735331,8.54516056438687e-13
35.878706,8.291244752399449e-13
36.022081,8.35633266142027e-13
36.165456,8.32176233304949e-13
36.30883,8.30948374344609e-13
36.452205,8.21053999528615e-13
36.59558,8.218526770589759e-13
36.738955,7.99393645896374e-13
36.882329,7.96699511917964e-13
37.025704,8.03840175846171e-13
37.169079,8.12900094460112e-13
37.312454,8.00979128943308e-13
37.455829,7.95054451961652e-13
37.599204,8.08274779572071e-13
37.742579,7.980227806694829e-13
37.885954,7.90643700683547e-13
38.029329,7.91823854748297e-13
38.172704,7.87985345376829e-13
38.31608,7.817268425462649e-13
38.459455,7.81428849579158e-13
38.60283,7.87436955917986e-13
38.746205,7.75194199196388e-13
38.88958,7.73882856668767e-13
39.032956,7.573962073834099e-13
39.176331,7.69317172900214e-13
39.319706,7.6735021331889e-13
39.463081,7.53593476683634e-13
39.606457,7.50851637809635e-13
39.749832,7.50851637809635e-13
39.893208,7.49278080986598e-13
40.036583,7.52484825752159e-13
40.179958,7.55810724336475e-13
40.323333,7.53557698011942e-13
40.466708,7.55763073650995e-13
40.610083,7.45832920163308e-13
40.753458,7.331132771161429e-13
40.896833,7.21049305332788e-13
41.040208,7.30073445275037e-13
41.183584,7.34913377983121e-13
41.326959,7.26819049823996e-13
41.470335,7.21347352510004e-13
41.61371,7.02905669867221e-13
41.757085,6.94537146978674e-13
